Organism_Name,Genome.composition
Allium cepa amalgavirus 2,dsRNA
Kasokero virus,ssRNA(-)
Blueberry mosaic associated virus,ssRNA(-)
Piscine orthoreovirus,dsRNA
Maize Iranian mosaic nucleorhabdovirus,ssRNA(-)
Chequa iflavirus,ssRNA(+)
Xanthomonas virus Cf1c,ssDNA(+)
Tomato yellow margin leaf curl virus,ssDNA(+/-)
Influenza C virus (C/Ann Arbor/1/50),ssRNA(-)
Human associated cyclovirus 10,ssDNA(+/-)
Botrytis cinerea mitovirus 1,ssRNA(+)
Jatropha yellow mosaic virus,ssDNA(+/-)
Carnation Italian ringspot virus,ssRNA(+)
Sonchus yellow net nucleorhabdovirus,ssRNA(-)
Potiskum virus,ssRNA(+)
Maverick-related virus strain Spezl,dsDNA
Choristoneura rosaceana entomopoxvirus 'L',dsDNA
Choristoneura biennis entomopoxvirus,dsDNA
Mythimna separata entomopoxvirus 'L',dsDNA
Adoxophyes honmai entomopoxvirus 'L',dsDNA
Choristoneura biennis entomopoxvirus,dsDNA
Choristoneura rosaceana entomopoxvirus 'L',dsDNA
Mythimna separata entomopoxvirus 'L',dsDNA
Adoxophyes honmai entomopoxvirus 'L',dsDNA
Clostridium phage phiCD211,dsDNA
Rose rosette emaravirus,ssRNA(-)
Grapevine Cabernet Sauvignon reovirus,dsRNA
Pomona leaf-nosed bat associated polyomavirus,dsDNA
Citrus concave gum-associated virus,ssRNA(-)
Loveridges garter snake virus 1,ssRNA(-)
Heterobasidion partitivirus 7,dsRNA
Macroptilium golden yellow mosaic virus,ssDNA(+/-)
High Plains wheat mosaic emaravirus,ssRNA(-)
Hepacivirus L,ssRNA(+)
Circovirus sp.,ssDNA(+/-)
Hudisavirus sp.,unknown
Basavirus sp.,unknown
Rasavirus sp.,unknown
Posavirus sp.,unknown
Amdoparvovirus sp.,ssDNA(+/-)
Polyomavirus sp.,dsDNA
Tetraparvovirus sp.,ssDNA(+/-)
Porcine rubulavirus,ssRNA(-)
Salmonella virus P22,dsDNA
Suid alphaherpesvirus 1,dsDNA
Aeropyrum pernix spindle-shaped virus 1,dsDNA
Zika virus,ssRNA(+)
Hubei qinvirus-like virus 1,ssRNA(-)
Parrot bornavirus 2,ssRNA(-)
Canary bornavirus 2,ssRNA(-)
Borna disease virus 1,ssRNA(-)
Zika virus,ssRNA(+)
Otarine picobirnavirus,dsRNA
Hubei tombus-like virus 22,RNA
Bat mastadenovirus WIV18,dsDNA
Hubei picorna-like virus 66,RNA
Coot Bay almendravirus,ssRNA(-)
Nigrospora oryzae fusarivirus 1,ssRNA
Rio Chico almendravirus,ssRNA(-)
Synechococcus phage S-CAM4,dsDNA
Aquatic bird bornavirus 1,ssRNA(-)
Parrot bornavirus 7,ssRNA(-)
Kokobera virus,ssRNA(+)
Free State vervet virus,ssRNA(+)
Colletotrichum higginsianum non-segmented dsRNA virus 1,dsRNA
Bat circovirus,ssDNA(+/-)
Odocoileus adenovirus 1,dsDNA
Lasius neglectus virus 1,ssRNA(+)
Tioga picorna-like virus 1,ssRNA(+)
Falcon picornavirus,ssRNA(+)
Eptesipox virus,dsDNA
Squirrelpox virus Berlin_2015,dsDNA
Lychee viroid-like RNA,ssRNA
Australian Anopheles totivirus,dsRNA
Tobacco leaf curl Cuba virus,ssDNA(+/-)
Arhar cryptic virus-I,unknown
Aedes camptorhynchus reo-like virus,unknown
Black currant leaf chlorosis associated virus,ssRNA(+)
Beihai sesarmid crab virus 4,ssRNA(-)
Changping earthworm virus 2,RNA
Fall chinook aquareovirus,dsRNA
Beihai sesarmid crab virus 3,ssRNA(-)
Tomato associated geminivirus 1,ssDNA(+/-)
Bastrovirus 7,ssRNA(+)
Fathead minnow calicivirus,ssRNA(+)
Clostridium phage phiCD211,dsDNA
Human feces smacovirus 3,ssDNA
Porcine feces-associated gemycircularvirus,ssDNA
Solenopsis invicta virus 4,ssRNA(+)
Ocimum basilicum RNA virus 1,ssRNA(+)
Rice virus A,ssRNA(+)
Metallosphaera turreted icosahedral virus,dsDNA
Felis catus papillomavirus type 5,dsDNA
Bastrovirus/VietNam/Bat/16715_78,ssRNA(+)
Lake Sinai virus 2,ssRNA(+)
Reed chlorotic stripe virus,ssRNA(+)
Sudan watermelon mosaic virus,ssRNA(+)
Lasius niger virus 1,ssRNA(+)
Emilia sonchifolia yellow vein Thailand virus,ssDNA(+/-)
Tomato leaf curl purple vein virus,ssDNA(+/-)
Actinidia virus 1,ssRNA(+)
Murmansk poxvirus,dsDNA
Lake Sinai virus 1,ssRNA(+)
Tomato chlorotic spot virus,ssRNA(+/-)
Porcine stool-associated circular virus/BEL/15V010,ssDNA(+/-)
Myrmica scabrinodis virus 1,ssRNA(+)
Ocimum basilicum RNA virus 2,ssRNA(+)
Wild vitis virus 1,ssDNA(+/-)
Abisko virus,RNA
Morelia viridis nidovirus,ssRNA(+)
Wild melon vein banding virus,ssRNA(+)
Wheat leaf yellowing-associated virus,ssRNA(+)
Jujube mosaic-associated virus,dsDNA-RT
Sus scrofa papillomavirus 2,dsDNA
NY_014 poxvirus,dsDNA
Sugarcane striate virus,ssDNA(+/-)
Fur seal picorna-like virus,ssRNA(+)
Dromedary camel bocaparvovirus 2,ssDNA(+/-)
Lake Sinai Virus SA1,ssRNA(+)
Linda virus,ssRNA(+)
Escherichia phage Stx2 II,dsDNA
Escherichia Stx1 converting phage,dsDNA
Bovine papillomavirus,dsDNA
Motherwort yellow mottle virus,ssRNA(+)
Picobirnavirus dog/KNA/2015,dsRNA
Grapevine virus T,ssRNA(+)
Ailuropoda melanoleuca papillomavirus 4,dsDNA
Giant panda circovirus 2,ssDNA(+/-)
Giant panda associated gemycircularvirus,ssDNA
Human fecal virus Jorvi2,ssDNA(+/-)
Antonospora locustae virus 1,dsRNA
Wencheng Sm shrew coronavirus,ssRNA(+)
Mac Peak virus,ssRNA(+)
Dromedary camel bocaparvovirus 1,ssDNA(+/-)
Vanilla virus X,ssRNA(+)
Ailuropoda melanoleuca papillomavirus 2,dsDNA
Giant panda circovirus 4,ssDNA(+/-)
Pansavirus 1,ssRNA
Human fecal virus Jorvi4,ssDNA(+/-)
Lettuce necrotic leaf curl virus,ssRNA(+)
Squash chlorotic leaf spot virus,ssRNA(+)
red squirrel adenovirus 1,dsDNA
Euonymus yellow vein virus,ssRNA(+)
Vanilla latent virus,ssRNA(+)
Ailuropoda melanoleuca papillomavirus 1,dsDNA
Giant panda circovirus 3,ssDNA(+/-)
Giant panda polyomavirus,dsDNA
Human fecal virus Jorvi3,ssDNA(+/-)
Big Sioux River virus,ssRNA(+)
Ungulate tetraparvovirus 3,ssDNA(+/-)
Seal parapoxvirus,dsDNA
Garrulus glandarius associated circular virus 1,ssDNA(+/-)
Grapevine virus K,ssRNA(+)
Aimelvirus 2,ssRNA(+)
Giant panda circovirus 1,ssDNA(+/-)
Giant panda anellovirus,ssDNA(-)
Pansavirus 2,ssRNA
Tinamou hepatitis B virus,dsDNA-RT
Sweet potato leaf curl deltasatellite 2,ssDNA
Erwinia phage vB_EamP_Frozen,dsDNA
Achromobacter phage phiAxp-3,dsDNA
Bemisia-associated genomovirus AdO,ssDNA
Aedes camptorhynchus toti-like virus 1,unknown
Culex negev-like virus 2,unknown
Cucurbit vein banding virus,ssRNA(+)
Culex mononega-like virus 2,ssRNA(-)
Culex rhabdo-like virus,ssRNA(-)
Wilkie narna-like virus 2,unknown
Torque teno Leptonychotes weddellii virus-2,ssDNA(-)
Bemisia-associated genomovirus AdDF,ssDNA
Lake Sinai Virus SA2,ssRNA(+)
Bemisia-associated genomovirus NfO,ssDNA
Aedes alboannulatus toti-like virus 1,unknown
Culex negev-like virus 1,unknown
Leshenault partiti-like virus,unknown
Wilkie partiti-like virus 1,unknown
Karumba virus,ssRNA(+)
Lake Sinai Virus TO,ssRNA(+)
Torque teno Leptonychotes weddellii virus-1,ssDNA(-)
Point-Douro narna-like virus,unknown
Wilkie partiti-like virus 2,unknown
Common bottlenose dolphin gammaherpesvirus 1 strain Sarasota,dsDNA
Apis dicistrovirus,ssRNA(+)
Aedes camptorhynchus negev-like virus,unknown
Culex negev-like virus 3,unknown
Wilkie narna-like virus 1,unknown
Olivier's shrew virus 1,ssRNA(+)
Lake Sinai Virus NE,ssRNA(+)
Neofusicoccum luteum mitovirus 1,ssRNA(+)
Spinach amalgavirus 1,dsRNA
Apis flavivirus,ssRNA(+)
Avian paramyxovirus 15,ssRNA(-)
Peach associated luteovirus,ssRNA(+)
Torque teno indri virus 1,ssDNA(-)
Goat torovirus,ssRNA(+)
Aphis glycines virus 3,ssRNA(+)
Mamastrovirus 2,ssRNA(+)
Coronavirus AcCoV-JC34,ssRNA(+)
Duck associated cyclovirus 1,ssDNA(+/-)
Canine kobuvirus,ssRNA(+)
Grapevine enamovirus 1,ssRNA(+)
Agave tequilana leaf virus,ssRNA(+)
Harrier picornavirus 1,ssRNA(+)
Zostera marina amalgavirus 1,dsRNA
Deer mastadenovirus B,dsDNA
Longan witches broom-associated virus,ssRNA(+)
Sulfolobus islandicus rod-shaped virus 8,dsDNA
Sulfolobus islandicus rod-shaped virus 4,dsDNA
Sulfolobus islandicus rod-shaped virus 10,dsDNA
Ranid herpesvirus 3,dsDNA
Sulfolobus islandicus rod-shaped virus 5,dsDNA
Sulfolobus islandicus rod-shaped virus 9,dsDNA
Sweet potato symptomless virus 1,ssDNA(+/-)
Sulfolobus islandicus rod-shaped virus 6,dsDNA
Alfalfa virus S,ssRNA(+)
Pepper yellow dwarf virus - Mexico,ssDNA(+/-)
Sulfolobus islandicus rod-shaped virus 11,dsDNA
Sulfolobus islandicus rod-shaped virus 7,dsDNA
Bat mastadenovirus WIV17,dsDNA
Wolkberg virus,ssRNA(-)
Urbanus proteus nucleopolyhedrovirus,dsDNA
Human papillomavirus type 85,dsDNA
Zostera marina amalgavirus 2,dsRNA
Ceratobasidium endornavirus C,dsRNA
Swagivirus HG,unknown
Castlerea virus,ssRNA(+)
Sewage-associated circular DNA molecule-2,DNA
Clostridium phage phiCTC2B,dsDNA
Clostridium phage phiCT453A,dsDNA
Beihai picorna-like virus 26,RNA
Bacillus phage phi4B1,dsDNA
Pseudomonas phage JD18,dsDNA
Clostridium phage phiCTC2A,dsDNA
Phormidium phage MIS-PhV1A,dsDNA
Clostridium phage phiCT19406B,dsDNA
Phormidium phage MIS-PhV1B,dsDNA
Bacillus phage Moonbeam,dsDNA
Escherichia phage RB3,dsDNA
Citrobacter phage Moogle,dsDNA
Citrobacter phage Michonne,dsDNA
Clostridium phage phiCT453B,dsDNA
Bacillus phage phi4J1,dsDNA
Clostridium phage phiCT19406A,dsDNA
Pseudomonas phage JBD25,dsDNA
Sewage-associated circular DNA molecule-1,DNA
Enterobacteria phage RB68,dsDNA
Bacillus phage Pookie,dsDNA
Salmonella virus Stitch,dsDNA
Bacillus phage Stills,dsDNA
Caulobacter phage Percy,dsDNA
Bacillus phage Stahl,dsDNA
Bacillus phage Mater,dsDNA
Citrobacter phage Margaery,dsDNA
Citrobacter phage Merlin,dsDNA
Subterranean clover stunt C6 alphasatellite,ssDNA
Enterobacteria phage RB27,dsDNA
Bacillus phage Pascal,dsDNA
Escherichia phage Seurat,dsDNA
Klebsiella phage Matisse,dsDNA
Subterranean clover stunt C2 alphasatellite,ssDNA
Ord River virus,ssRNA(-)
Keuraliba virus,ssRNA(-)
Imjin virus,ssRNA(-)
Itacaiunas virus,ssRNA(-)
Sripur virus,ssRNA(-)
Klamath virus,ssRNA(-)
Landjia virus,ssRNA(-)
Khabarovsk orthohantavirus,ssRNA(-)
Carnation cryptic virus 3,dsRNA
Goose astrovirus,ssRNA(+)
Colocasia bobone disease-associated virus,ssRNA(-)
Mount Elgon bat virus,ssRNA(-)
Kenkeme virus,ssRNA(-)
Bat cyclovirus GF-4c,ssDNA(+/-)
Rochambeau virus,ssRNA(-)
Gray Lodge virus,ssRNA(-)
Manitoba virus,ssRNA(-)
Sangassou orthohantavirus,ssRNA(-)
Bipolaris maydis partitivirus 1,dsRNA
Picorna-like virus AWando15,ssRNA(+)
Nkolbisson virus,ssRNA(-)
Oita virus,ssRNA(-)
Chaco virus,ssRNA(-)
Joinjakaka virus,ssRNA(-)
Anjozorobe hantavirus,ssRNA(-)
Marco virus,ssRNA(-)
Morreton vesiculovirus,ssRNA(-)
Sweetwater Branch virus,ssRNA(-)
Barur virus,ssRNA(-)
Dysaphis plantaginea densovirus,ssDNA(+/-)
Iriri virus,ssRNA(-)
Sena Madureira virus,ssRNA(-)
Clo Mor virus,ssRNA(-)
La Joya virus,ssRNA(-)
Cano Delgadito orthohantavirus,ssRNA(-)
Qalyub orthonairovirus,ssRNA(-)
Hoya chlorotic spot virus,ssRNA(+)
Parry Creek virus,ssRNA(-)
Cao Bang orthohantavirus,ssRNA(-)
Kibale virus,ssRNA(-)
Hart Park virus,ssRNA(-)
Fukuoka virus,ssRNA(-)
Eothenomys eleusis hantavirus FUGV,ssRNA(-)
Tai virus,ssRNA(-)
Bwamba orthobunyavirus,ssRNA(-)
Bat coronavirus,ssRNA(+)
Kaeng Khoi virus,ssRNA(-)
Ateline alphaherpesvirus 1,dsDNA
Kigluaik phantom orthophasmavirus,ssRNA(-)
Guaroa virus,ssRNA(-)
Nyando virus,ssRNA(-)
Hom-1 vesivirus,ssRNA(+)
Marituba virus,ssRNA(-)
Skunk amdoparvovirus,ssDNA(+/-)
Kamese virus,ssRNA(-)
Kern Canyon virus,ssRNA(-)
Nova virus,ssRNA(-)
Canis familiaris polyomavirus 1,dsDNA
Pegivirus K,ssRNA(+)
Caraparu virus,ssRNA(-)
Oriboca virus,ssRNA(-)
Picobirnavirus green monkey/KNA/2015,dsRNA
Mosqueiro virus,ssRNA(-)
Le Dantec virus,ssRNA(-)
Farallon virus,ssRNA(-)
Salmovirus WFRC1,unknown
Ferret parechovirus,ssRNA(+)
Capim virus,ssRNA(-)
Madrid virus,ssRNA(-)
Bowe virus,ssRNA(-)
Diamondback moth iflavirus,ssRNA(+)
T'Ho virus,ssRNA(+)
Montano orthohantavirus,ssRNA(-)
Nairobi sheep disease virus,ssRNA(-)
Bruges virus,ssRNA(-)
Quezon virus,ssRNA(-)
Cosavirus F,ssRNA(+)
Jeju virus,ssRNA(-)
Keterrah virus,ssRNA(-)
Cassava virus X,ssRNA(+)
Diabrotica virgifera virgifera virus 2,unknown
Endive necrotic mosaic virus,ssRNA(+)
Lagenaria siceraria endornavirus-Hubei,dsRNA
Arracacha virus V,ssRNA(+)
Kaumoebavirus,unknown
Ixeridium yellow mottle virus 2,ssRNA(+)
Botryosphaeria dothidea chrysovirus 1,dsRNA
Columbid alphaherpesvirus 1,dsDNA
Ochlerotatus caspius flavivirus,ssRNA(+)
Tomato yellow mottle-associated virus,ssRNA(-)
Pacmanvirus A23,unknown
Cynomolgus adenovirus 1,dsDNA
Raccoon-associated polyomavirus 2,dsDNA
Miniopterus schreibersii picornavirus 1,ssRNA(+)
Watermelon virus A,ssRNA(+)
Pepper virus A,ssRNA(+)
Enterovirus goat/JL14,ssRNA(+)
Tobacco virus 2,ssRNA(+)
Avian paramyxovirus penguin/Falkland Islands/324/2007,ssRNA(-)
Rhizobium phage RHEph10,dsDNA
Cowpea polerovirus 2,ssRNA(+)
Bovine rhinovirus 1,ssRNA(+)
Cowpea polerovirus 1,ssRNA(+)
Wisteria badnavirus 1,dsDNA-RT
Beauveria bassiana polymycovirus 1,RNA
LI polyomavirus,dsDNA
Vicugna pacos polyomavirus 1,dsDNA
Tomato leaf curl Pakistan betasatellite,ssDNA
Diabrotica virgifera virgifera virus 3,unknown
Delftia phage RG-2014,dsDNA
Miniopterus schreibersii polyomavirus 1,dsDNA
Pityohyphantes rubrofasciatus iflavirus,ssRNA(+)
Miniopterus schreibersii polyomavirus 2,dsDNA
Mogiana tick virus,ssRNA(+)
Rousettus aegyptiacus polyomavirus 1,dsDNA
Rhinolophus hildebrandtii polyomavirus 1,dsDNA
Sunflower ring blotch virus,ssRNA(+)
Menghai flavivirus,ssRNA(+)
Bakunsa virus,ssRNA(+)
Phomopsis longicolla circular virus 1,unknown
Grapevine rupestris vein feathering virus,ssRNA(+)
African eggplant yellowing virus,ssRNA(+)
Biratnagar virus,unknown
Loreto virus,ssRNA(+)
Fort Crockett virus,unknown
Piura virus,ssRNA(+)
San Bernardo virus,unknown
Cordoba virus,unknown
Big Cypress virus,unknown
Pepper cryptic virus 2,dsRNA
Xishuangbanna aedes flavivirus,ssRNA(+)
Phnom Penh bat virus,ssRNA(+)
Yaounde virus,ssRNA(+)
Bat badicivirus 1,unknown
Beihai picorna-like virus 57,RNA
Melon severe mosaic tospovirus,ssRNA(+/-)
Wuhan insect virus 22,RNA
Cassava satellite virus,RNA
Uriurana virus,ssRNA(+/-)
Jingmen tombus-like virus 1,RNA
Tapara virus,ssRNA(+/-)
Bat dicibavirus,ssRNA(+)
Bat badicivirus 2,unknown
Qinghai Himalayan marmot astrovirus 2,ssRNA(+)
Kallithea virus,dsDNA
Wuhan insect virus 12,RNA
Urucuri virus,ssRNA(+/-)
Munguba virus,ssRNA(+/-)
Bat sapelovirus,ssRNA(+)
Qinghai Himalayan marmot astrovirus 1,ssRNA(+)
Anhanga virus,ssRNA(+/-)
Beihai picorna-like virus 59,RNA
Ambe virus,ssRNA(+/-)
Peach virus D,ssRNA(+)
Bat iflavirus,ssRNA(+)
megrivirus B3CP-APO,ssRNA(+)
Human papillomavirus type 156,dsDNA
Orbivirus SX-2017a,dsRNA
Leptopilina boulardi filamentous virus,unknown
Clematis chlorotic mottle virus,ssRNA(+)
Noumeavirus,dsDNA
Tomato leaf curl Burkina Faso virus,ssDNA(+/-)
Bat sapovirus,ssRNA(+)
Xingshan nematode virus 5,RNA
Xinzhou nematode virus 2,RNA
Cacao yellow vein banding virus,dsDNA-RT
Xinzhou nematode virus 7,RNA
Enterovirus AN12,ssRNA(+)
Bouboui virus,ssRNA(+)
Thrips-associated genomovirus 4,ssDNA
Meaban virus,ssRNA(+)
Kadam virus,ssRNA(+)
Bamaga virus,ssRNA(+)
Wuhan cricket virus 2,RNA
Wuhan spider virus 4,RNA
Wuhan insect virus 8,RNA
Wuhan pillworm virus 2,RNA
Xingshan nematode virus 4,ssRNA(-)
Wuhan spider virus 8,RNA
Xingshan nematode virus 6,RNA
Xinzhou nematode virus 3,ssRNA(-)
Xinzhou nematode virus 1,RNA
Xinzhou nematode virus 5,ssRNA(-)
Avon-Heathcote estuary associated bacilladnavirus,ssDNA
Ubei picorna-like virus 3,RNA
Cacao mild mosaic virus,dsDNA-RT
Thrips-associated genomovirus 3,ssDNA
Saboya virus,ssRNA(+)
Phomopsis longicolla RNA virus 1,ssRNA(+)
Jugra virus,ssRNA(+)
Wuhan insect virus 35,RNA
Hubei myriapoda virus 9,RNA
Wuhan spider virus 3,RNA
Wuhan nido-like virus 1,RNA
Wuhan spider virus 7,RNA
Xingshan nematode virus 2,RNA
Eidolon helvum papillomavirus 2,dsDNA
Helicoverpa armigera iflavirus,ssRNA(+)
Xinzhou toro-like virus,ssRNA(+)
Spinach cryptic virus 1,dsRNA
Thrips-associated genomovirus 1,ssDNA
Amphibola crenata associated bacilladnavirus 1,ssDNA
Saumarez Reef virus,ssRNA(+)
Eidolon helvum papillomavirus 3,dsDNA
Uganda S virus,ssRNA(+)
Beihai shrimp virus 3,RNA
Wuhan insect virus 33,RNA
Wuhan insect virus 9,RNA
Wuhan pillworm virus 3,RNA
Wuhan spider virus 5,RNA
Solanum nodiflorum mottle virus,ssRNA(+)
Wuhan spider virus 9,RNA
Xinzhou dimarhabdovirus virus 1,RNA
Xinzhou nematode virus 4,ssRNA(-)
Jingmen tombus-like virus 2,RNA
Zhejiang mosquito virus 1,RNA
Thrips-associated genomovirus 2,ssDNA
Amphibola crenata associated bacilladnavirus 2,ssDNA
Nounane virus,ssRNA(+)
Gadgets Gully virus,ssRNA(+)
Pepper chlorotic spot virus,ssRNA(+/-)
Hubei myriapoda virus 5,ssRNA(-)
Wuhan insect virus 34,RNA
Wuhan millipede virus 3,RNA
Wuhan poty-like virus 1,RNA
Wuhan spider virus 6,RNA
Wuhan spirurian nematodes virus 1,RNA
Palm Creek virus,ssRNA(+)
Murine roseolovirus,dsDNA
Pea leaf distortion betasatellite,ssDNA
Cedratvirus A11,dsDNA
Ageratum yellow vein alphasatellite,ssDNA
Pea leaf distortion virus,ssDNA(+/-)
Lymphocystis disease virus Sa,dsDNA
Wuhan heteroptera virus 2,RNA
Wuhan house centipede virus 3,RNA
Wuhan house centipede virus 9,RNA
Wuhan insect virus 15,ssRNA(-)
Wuhan insect virus 28,RNA
Wuhan insect virus 20,RNA
Wuhan fly virus 4,RNA
Sphenicid alphaherpesvirus 1,dsDNA
Wuhan horsefly Virus 3,RNA
Wuhan house centipede virus 4,RNA
Wuhan insect virus 21,RNA
Wuhan insect virus 10,RNA
Wuhan insect virus 17,RNA
Wuhan insect virus 31,RNA
Biomphalaria virus 2,ssRNA(+)
Wuhan insect virus 13,RNA
Wuhan heteroptera virus 1,RNA
Wuhan house centipede virus 2,RNA
Wuhan house centipede virus 6,RNA
Wuhan insect virus 14,ssRNA(+)
Wuhan insect virus 19,RNA
Wuhan insect virus 27,RNA
Botryosphaeria dothidea virus 1,RNA
Wuhan fly virus 5,RNA
Wuhan house centipede virus 1,RNA
Wuhan house centipede virus 5,RNA
Wuhan insect virus 11,RNA
Wuhan insect virus 18,RNA
Wuhan insect virus 26,RNA
Petunia chlorotic mottle virus,ssRNA(+)
Trichoderma atroviride mycovirus,dsRNA
Wuhan coneheads virus 2,RNA
Wenzhou tombus-like virus 7,RNA
Wenzhou tombus-like virus 3,RNA
Wenzhou yanvirus-like virus 1,RNA
Wuchan romanomermis nematode virus 3,RNA
Wuhan arthropod virus 2,RNA
Wenzhou tombus-like virus 10,RNA
Wenzhou tombus-like virus 12,RNA
Wenzhou tombus-like virus 17,RNA
Wenzhou tombus-like virus 8,RNA
Wenzhou tombus-like virus 4,RNA
Wuchang cockroach Virus 4,RNA
Wenzhou yanvirus-like virus 2,RNA
Wenzhou tombus-like virus 1,RNA
Wuhan arthropod virus 3,RNA
Wenzhou tombus-like virus 14,RNA
Wenzhou tombus-like virus 2,RNA
Wenzhou tombus-like virus 6,RNA
Wenzhou weivirus-like virus 1,RNA
Wuchan romanomermis nematode virus 2,ssRNA(-)
Wuhan arthropod virus 1,RNA
Wuhan coneheads virus 1,RNA
Wenzhou tombus-like virus 18,RNA
Wenzhou tombus-like virus 11,RNA
Wenzhou tombus-like virus 5,RNA
Wenzhou tombus-like virus 9,RNA
Wuchan romanomermis nematode virus 1,RNA
Wuhan Millipede virus 4,RNA
Wuhan arthropod virus 4,RNA
Wenzhou tapeworm virus 1,ssRNA(-)
Wenzhou tombus-like virus 15,RNA
Wenzhou tombus-like virus 16,RNA
Fengkai orbivirus,dsRNA
Carrot torradovirus 1,ssRNA(+)
Isaria javanica chrysovirus 1,dsRNA
Hubei picorna-like virus 80,RNA
Hubei rhabdo-like virus 1,RNA
Hubei rhabdo-like virus 7,ssRNA(-)
Hubei tetragnatha maxillosa virus 3,RNA
Hubei tetragnatha maxillosa virus 8,RNA
Hubei tombus-like virus 1,RNA
Hubei tombus-like virus 13,RNA
Hubei picorna-like virus 50,RNA
Hubei picorna-like virus 54,RNA
Hubei picorna-like virus 62,RNA
Hubei picorna-like virus 59,RNA
Hubei picorna-like virus 67,RNA
Hubei picorna-like virus 70,RNA
Hubei picorna-like virus 74,RNA
Hubei picorna-like virus 78,RNA
Hubei picorna-like virus 21,RNA
Wenzhou picorna-like virus 44,RNA
Hubei tombus-like virus 20,RNA
Hubei tombus-like virus 25,RNA
Hubei narna-like virus 25,RNA
Wenzhou picorna-like virus 40,RNA
Wenzhou picorna-like virus 48,RNA
Wenzhou picorna-like virus 52,RNA
Wenzhou picorna-like virus 7,RNA
Wenzhou shrimp virus 10,RNA
Wenzhou shrimp virus 6,RNA
Wenzhou sobemo-like virus 2,RNA
Chicken stool-associated circular virus,unknown
Biomphalaria virus 3,ssRNA(+)
Hubei picorna-like virus 9,RNA
Hubei rhabdo-like virus 3,ssRNA(-)
Hubei tetragnatha maxillosa virus 1,RNA
Hubei tetragnatha maxillosa virus 5,RNA
Hubei tick virus 2,RNA
Hubei tombus-like virus 11,RNA
Hubei tombus-like virus 15,RNA
Hubei picorna-like virus 52,RNA
Hubei picorna-like virus 56,RNA
Hubei picorna-like virus 60,RNA
Hubei picorna-like virus 64,RNA
Hubei picorna-like virus 69,RNA
Hubei picorna-like virus 2,RNA
Hubei picorna-like virus 76,RNA
Hubei picorna-like virus 72,RNA
Hubei tombus-like virus 19,RNA
Hubei tombus-like virus 23,RNA
Hubei tombus-like virus 27,RNA
Wenzhou picorna-like virus 51,RNA
Wenzhou picorna-like virus 6,RNA
Wenzhou qinvirus-like virus 2,ssRNA(-)
Wenzhou shrimp virus 5,RNA
Wenzhou sobemo-like virus 1,RNA
Chicken stool-associated gemycircularvirus,ssDNA
Biomphalaria virus 1,ssRNA(+)
Hubei picorna-like virus 81,ssRNA(+)
Hubei rhabdo-like virus 2,RNA
Hubei rhabdo-like virus 9,ssRNA(-)
Hubei tetragnatha maxillosa virus 4,RNA
Hubei tick virus 1,RNA
Hubei tombus-like virus 10,RNA
Hubei tombus-like virus 14,RNA
Hubei picorna-like virus 51,RNA
Hubei picorna-like virus 55,RNA
Hubei picorna-like virus 6,RNA
Hubei picorna-like virus 63,RNA
Hubei picorna-like virus 68,RNA
Hubei picorna-like virus 71,RNA
Hubei picorna-like virus 75,RNA
Hubei picorna-like virus 18,RNA
Hubei tombus-like virus 18,RNA
Hubei tombus-like virus 21,RNA
Hubei tombus-like virus 26,RNA
Beihai tombus-like virus 19,RNA
Pedilanthus leaf curl alphasatellite,ssDNA
Hubei tombus-like virus 31,RNA
Sweet potato mosaic virus,ssDNA(+/-)
Hubei tombus-like virus 3,RNA
Hubei tombus-like virus 38,RNA
Hubei tombus-like virus 42,RNA
Hubei tombus-like virus 7,RNA
Hubei toti-like virus 12,RNA
Hubei picorna-like virus 25,RNA
Hubei picorna-like virus 29,RNA
Hubei picorna-like virus 34,RNA
Hubei picorna-like virus 38,RNA
Hubei picorna-like virus 41,RNA
Hubei picorna-like virus 5,RNA
Hubei picorna-like virus 45,RNA
Hubei odonate virus 5,RNA
Hubei orthoptera virus 3,RNA
Hubei permutotetra-like virus 10,RNA
Hubei permutotetra-like virus 4,RNA
Hubei permutotetra-like virus 8,RNA
Hubei picorna-like virus 11,RNA
Hubei picorna-like virus 15,RNA
Hubei leech virus 4,RNA
Hubei mosquito virus 1,RNA
Hubei narna-like virus 23,RNA
Hubei narna-like virus 12,RNA
Hubei narna-like virus 19,RNA
Hubei narna-like virus 7,RNA
Hubei odonate virus 1,RNA
Changping earthworm virus 1,RNA
Hubei arthropod virus 1,RNA
Hubei coleoptera virus 1,RNA
Hubei dimarhabdovirus virus 2,RNA
Hubei diptera virus 11,ssRNA(-)
Hubei tombus-like virus 39,RNA
Hubei tombus-like virus 43,RNA
Hubei tombus-like virus 8,RNA
Hubei picorna-like virus 79,RNA
Hubei picorna-like virus 26,RNA
Hubei picorna-like virus 35,RNA
Hubei picorna-like virus 30,RNA
Hubei picorna-like virus 39,RNA
Hubei picorna-like virus 42,RNA
Hubei picorna-like virus 47,RNA
Hubei odonate virus 2,RNA
Hubei odonate virus 6,RNA
Hubei orthoptera virus 4,RNA
Hubei permutotetra-like virus 11,RNA
Hubei permutotetra-like virus 5,RNA
Hubei permutotetra-like virus 9,RNA
Hubei picorna-like virus 12,RNA
Hubei picorna-like virus 16,RNA
Hubei lepidoptera virus 2,ssRNA(-)
Hubei mosquito virus 2,RNA
Hubei narna-like virus 13,RNA
