Organism_Name,Family,Genome.composition
Microbacterium phage Eleri,,dsDNA
Gordonia phage Brandonk123,,dsDNA
Pseudomonas phage NV1,,dsDNA
Streptomyces phage Bing,,dsDNA
Streptomyces phage BillNye,Stanwilliamsviridae,dsDNA
Pseudomonas phage PollyC,Autographiviridae,dsDNA
Pseudomonas phage Bjorn,,dsDNA
Gordonia phage Troje,,dsDNA
Enterococcus phage PMBT2,,dsDNA
Vibrio phage Aphrodite1,,dsDNA
Microbacterium phage Dismas,,dsDNA
Erwinia phage vB_EamM_Desertfox,,dsDNA
Salmonella phage BPS17W1,,dsDNA
Salmonella phage BPS17L1,,dsDNA
Vibrio phage Thalassa,Demerecviridae,dsDNA
Vibrio phage Ceto,Demerecviridae,dsDNA
Klebsiella phage Sugarland,Demerecviridae,dsDNA
Pseudomonas phage tabernarius,,dsDNA
Pseudomonas phage nickie,,dsDNA
Proteus phage PM135,Demerecviridae,dsDNA
Gordonia phage Mahdia,,dsDNA
Gordonia phage Gustav,,dsDNA
Corynebacterium phage Zion,Zierdtviridae,dsDNA
Corynebacterium phage Darwin,Zierdtviridae,dsDNA
Corynebacterium phage C3PO,Zierdtviridae,dsDNA
Escherichia phage VB_EcoS-Golestan,,dsDNA
Gluconobacter phage GC1,Tectiviridae,dsDNA
Stenotrophomonas phage vB_SmaS_DLP_5,,dsDNA
Pseudomonas phage SL2,,dsDNA
Pseudomonas phage vB_PaeM_E215,,dsDNA
Pseudomonas phage vB_PaeM_E217,,dsDNA
Shigella phage Sf24,Straboviridae,dsDNA
Shigella phage Sf21,Straboviridae,dsDNA
Shigella phage Sf17,,dsDNA
Shigella phage Sf14,,dsDNA
Vibrio phage JSF10,Demerecviridae,dsDNA
Pseudomonas phage phiYY,Cystoviridae,dsRNA
Pseudomonas phage phiNN,Cystoviridae,dsRNA
Citrobacter phage CF1 ERZ-2017,Straboviridae,dsDNA
Salmonella virus SP126,Drexlerviridae,dsDNA
Salmonella phage FSL SP-101,,dsDNA
Salmonella phage STML-13-1,Ackermannviridae,dsDNA
Pseudomonas phage PA7,,dsDNA
Halobacterium phage phiH,Vertoviridae,dsDNA
Mycobacterium virus Wonder,,dsDNA
Escherichia phage DE3,,dsDNA
Mycobacterium phage PG1,,dsDNA
Erwinia phage Machina,,dsDNA
Mycobacterium phage Pipsqueaks,,dsDNA
Pseudomonas phage vB_PsyM_KIL4,,dsDNA
Arthrobacter phage PrincessTrina,,dsDNA
Streptomyces phage Hydra,,dsDNA
Streptomyces phage Aaronocolus,,dsDNA
Mycobacterium phage Godines,,dsDNA
Rhodobacter phage RcCronus,,dsDNA
Listeria phage LMTA-34,Herelleviridae,dsDNA
Serratia phage vB-Sru-IME250,Ackermannviridae,dsDNA
Escherichia phage C119,Drexlerviridae,dsDNA
Gordonia phage Lennon,,dsDNA
Salmonella phage Melville,Straboviridae,dsDNA
Escherichia phage SRT8,Drexlerviridae,dsDNA
Streptomyces phage Scap1,,dsDNA
Klebsiella phage vB_KpnM_KpV79,,dsDNA
Rhodococcus phage Trina,,dsDNA
Shigella phage Sf22,Straboviridae,dsDNA
Escherichia phage phiKP26,Drexlerviridae,dsDNA
Aeromonas phage pIS4-A,,dsDNA
Mycobacterium phage Rockstar,,dsDNA
Mycobacterium phage Zemanar,,dsDNA
Mycobacterium phage ChrisnMich,,dsDNA
Mycobacterium phage Send513,,dsDNA
Mycobacterium phage Marvin,,dsDNA
Mycobacterium virus Anaya,,dsDNA
Mycobacterium virus Yoshi,,dsDNA
Edwardsiella phage eiAU,,dsDNA
Acinetobacter phage AB1,,dsDNA
Lactococcus virus CB20,,dsDNA
Lactococcus virus CB19,,dsDNA
Mycobacterium virus Pumpkin,,dsDNA
Listeria virus P100,Herelleviridae,dsDNA
Salmonella phage SE1 (in:Nonagvirus),,dsDNA
Lactococcus virus P2,,dsDNA
Enterococcus phage phiSHEF5,,dsDNA
Enterococcus phage phiSHEF4,,dsDNA
Enterococcus phage phiSHEF2,,dsDNA
Arthrobacter phage Adat,,dsDNA
Aeromonas phage AS-gz,Straboviridae,dsDNA
Erwinia phage vB_EamM_RisingSun,,dsDNA
Shigella phage Sf13,,dsDNA
Streptomyces phage DrGrey,,dsDNA
Arthrobacter phage Shade,,dsDNA
Arthrobacter phage Piccoletto,,dsDNA
Agrobacterium phage Atu_ph07,,dsDNA
Streptomyces phage Samisti12,Stanwilliamsviridae,dsDNA
Streptomyces phage Peebs,Stanwilliamsviridae,dsDNA
Streptomyces phage Paradiddles,Stanwilliamsviridae,dsDNA
Streptomyces phage NootNoot,Stanwilliamsviridae,dsDNA
Streptomyces phage Mildred21,Stanwilliamsviridae,dsDNA
Acinetobacter phage vB_ApiP_P2,Autographiviridae,dsDNA
Acinetobacter phage vB_ApiP_P1,Autographiviridae,dsDNA
Acinetobacter phage vB_AbaP_B5,Autographiviridae,dsDNA
Acinetobacter phage vB_AbaP_B3,Autographiviridae,dsDNA
Acinetobacter phage vB_AbaP_B1,Autographiviridae,dsDNA
Arthrobacter phage Abidatro,,dsDNA
Arthrobacter phage Molivia,,dsDNA
Arthrobacter phage Colucci,,dsDNA
Arthrobacter phage Beans,,dsDNA
Acinetobacter phage AbP2,,dsDNA
Acidovorax phage ACP17,,dsDNA
Serratia phage CHI14,Straboviridae,dsDNA
Shigella phage vB_SsoS-ISF002,Drexlerviridae,dsDNA
Pseudomonas phage Noxifer,,dsDNA
Mycobacterium phage Sebata,,dsDNA
Salmonella phage wksl3,,dsDNA
Salmonella phage vB_SenS_AG11,,dsDNA
Escherichia phage ST0,Straboviridae,dsDNA
Mycobacterium phage Shauna1,,dsDNA
Mycobacterium phage ShiLan,,dsDNA
Mycobacterium phage SirDuracell,,dsDNA
Mycobacterium phage Spartacus,,dsDNA
Mycobacterium phage Switzer,,dsDNA
Mycobacterium phage Tiger,,dsDNA
Mycobacterium phage Timshel,,dsDNA
Mycobacterium phage Twister,,dsDNA
Xanthomonas phage f30-Xaj,Autographiviridae,dsDNA
Xanthomonas phage f20-Xaj,Autographiviridae,dsDNA
Klebsiella phage Miro,Straboviridae,dsDNA
Enterobacter phage phiEap-3,Straboviridae,dsDNA
Escherichia typing phage 1,,dsDNA
Erwinia phage vB_Eam-MM7,,dsDNA
Citrobacter phage Mordin,,dsDNA
Brevibacillus phage Jimmer2,,dsDNA
Erwinia phage vB_EamM_Special G,,dsDNA
Erwinia phage vB_EamM_Simmy50,,dsDNA
Erwinia phage vB_EamM_RAY,,dsDNA
Erwinia phage vB_EamM_Deimos-Minion,,dsDNA
Mycobacterium phage Rey,Vilmaviridae,dsDNA
Mycobacterium phage Bongo,Vilmaviridae,dsDNA
Mycobacterium phage Jebeks,,dsDNA
Pseudomonas phage vB_PaeM_G1,,dsDNA
Acinetobacter phage WCHABP5,Autographiviridae,dsDNA
Acinetobacter phage WCHABP1,,dsDNA
Mycobacterium phage Athena,,dsDNA
Pseudomonas phage phiR18,,dsDNA
Rhodobacter phage RcSpartan,,dsDNA
Tsukamurella phage TIN4,,dsDNA
Arthrobacter phage Tank,,dsDNA
Enterococcus phage SAP6,,dsDNA
Enterococcus phage IMEEF1,,dsDNA
Roseobacter phage RDJL Phi 2,,dsDNA
Propionibacterium phage PHL308M00,,dsDNA
Propionibacterium phage PHL194M00,,dsDNA
Propionibacterium phage PHL163M00,,dsDNA
Propionibacterium phage PHL151N00,,dsDNA
Propionibacterium phage PHL151M00,,dsDNA
Propionibacterium phage PHL117M01,,dsDNA
Propionibacterium phage PHL117M00,,dsDNA
Propionibacterium phage PHL082M03,,dsDNA
Propionibacterium phage PHL067M01,,dsDNA
Propionibacterium phage PHL037M02,,dsDNA
Propionibacterium phage Keiki,,dsDNA
Pseudomonas phage PaMx25,,dsDNA
Arthrobacter phage Gordon,,dsDNA
Arthrobacter phage CaptnMurica,,dsDNA
Gordonia phage Katyusha,,dsDNA
Arthrobacter phage Amigo,,dsDNA
Arthrobacter phage Circum,,dsDNA
Arthrobacter phage Laroye,,dsDNA
Arthrobacter phage Wayne,,dsDNA
Arthrobacter phage Pumancara,,dsDNA
Arthrobacter phage Preamble,,dsDNA
Arthrobacter phage Korra,,dsDNA
Arthrobacter phage Joann,,dsDNA
Arthrobacter phage HunterDalle,,dsDNA
Arthrobacter phage Glenn,,dsDNA
Arthrobacter phage DrRobert,,dsDNA
Arthrobacter phage Bennie,,dsDNA
Escherichia phage V18,,dsDNA
Escherichia phage ECD7,Straboviridae,dsDNA
Escherichia phage PA28,,dsDNA
Pseudomonas phage LKO4,Mesyanzhinovviridae,dsDNA
Arthrobacter phage Sonny,,dsDNA
Arthrobacter phage Martha,,dsDNA
Arthrobacter phage Jawnski,,dsDNA
Arthrobacter phage Brent,,dsDNA
Sinorhizobium phage phiM7,,dsDNA
Staphylococcus phage phiIBB-SEP1,Herelleviridae,dsDNA
Sphingobium phage Lacusarx,,dsDNA
Escherichia phage vB_EcoM_ECOO78,,dsDNA
Proteus phage VB_PmiS-Isfahan,,dsDNA
Acinetobacter phage WCHABP12,,dsDNA
Salmonella phage Mushroom,,dsDNA
Salmonella phage Si3,,dsDNA
Dinoroseobacter phage vB_DshS-R5C,,dsDNA
Escherichia phage HP3,Straboviridae,dsDNA
Escherichia phage CF2,Straboviridae,dsDNA
Geobacillus phage TP-84,,dsDNA
Serratia phage BF,,dsDNA
Vibrio phage pTD1,,dsDNA
Acinetobacter phage vB_AbaP_AS11,Autographiviridae,dsDNA
Acinetobacter phage vB_AbaP_AS12,Autographiviridae,dsDNA
Providencia phage vB_PreS_PR1,Demerecviridae,dsDNA
Aquamicrobium phage P14,Autographiviridae,dsDNA
Ralstonia phage RP12,,dsDNA
Vibrio phage SSP002,,dsDNA
Paenibacillus phage Shelly,,dsDNA
Rhizobium phage RHEph04,,dsDNA
Pseudomonas phage PA26,Schitoviridae,dsDNA
Escherichia phage EC1-UPM,Schitoviridae,dsDNA
Acinetobacter phage SH-Ab 15519,Autographiviridae,dsDNA
Pseudomonas phage Zigelbrucke,,dsDNA
Pseudomonas phage PA10,,dsDNA
Pseudomonas phage PA5,,dsDNA
Mycobacterium phage Lukilu,,dsDNA
Klebsiella phage vB_KpnM_KpV52,,dsDNA
Klebsiella phage vB_Kpn_IME260,Demerecviridae,dsDNA
Escherichia phage K1ind2,,dsDNA
Escherichia phage K1ind1,,dsDNA
Campylobacter phage vB_CjeM_Los1,,dsDNA
Propionibacterium phage G4,,dsDNA
Propionibacterium phage E6,,dsDNA
Propionibacterium phage Doucette,,dsDNA
Propionibacterium phage B3,,dsDNA
Propionibacterium phage B22,,dsDNA
Propionibacterium phage Anatole,,dsDNA
Streptomyces phage Rima,,dsDNA
Mycobacterium phage Tortellini,,dsDNA
Rhodococcus phage Weasels2,,dsDNA
Gordonia phage Strosahl,,dsDNA
Pseudomonas phage VSW-3,Autographiviridae,dsDNA
Acinetobacter phage vB_AbaM_ME3,,dsDNA
Gordonia phage Attis,,dsDNA
Mycobacterium phage SkinnyPete,,dsDNA
Pseudomonas phage pf16,,dsDNA
Pseudomonas phage phiPMW,,dsDNA
Bacillus phage Mgbh1,,dsDNA
Pectinobacterium phage vB_PcaM_CBB,,dsDNA
Arthrobacter phage Galaxy,,dsDNA
Arthrobacter phage Jasmine,,dsDNA
Escherichia phage JMPW1,Drexlerviridae,dsDNA
Escherichia phage JMPW2,Drexlerviridae,dsDNA
Flavobacterium phage FpV4,,dsDNA
Escherichia phage Murica,,dsDNA
Pseudomonas phage vB_PaeM_CEB_DP1,,dsDNA
Escherichia phage APECc02,,dsDNA
Paracoccus phage Shpa,,dsDNA
Paenibacillus phage Willow,,dsDNA
Acinetobacter phage YMC11/11/R3177,,dsDNA
Pseudomonas phage phiKTN6,,dsDNA
Salmonella virus Chi,Casjensviridae,dsDNA
Escherichia coli O157 typing phage 6,Straboviridae,dsDNA
Escherichia coli O157 typing phage 3,Straboviridae,dsDNA
Listeria phage LP-064,Herelleviridae,dsDNA
Enterococcus phage VD13,,dsDNA
Mycobacterium phage Reprobate,,dsDNA
Streptomyces phage Danzina,,dsDNA
Flavobacterium phage 23T,Duneviridae,dsDNA
Bacillus virus Taylor,,dsDNA
Acinetobacter phage vB_AbaM-IME-AB2,,dsDNA
Streptomyces phage phiCAM,,dsDNA
Mycobacterium virus Dorothy,,dsDNA
Pectobacterium phage PhiM1,Autographiviridae,dsDNA
Mycobacterium virus Marcell,,dsDNA
Mycobacterium virus Nepal,,dsDNA
Pseudomonas virus FHA0480,,dsDNA
Mycobacterium virus Eureka,,dsDNA
Streptomyces phage phiELB20,,dsDNA
Escherichia virus P2,Peduoviridae,dsDNA
Mycobacterium virus Mutaforma13,,dsDNA
Mycobacterium virus Bask21,,dsDNA
Flavobacterium phage FCV-1,,dsDNA
Mycobacterium virus Optimus,,dsDNA
Enterobacteria phage PR4,Tectiviridae,dsDNA
Erwinia phage vB_EamM_Asesino,,dsDNA
Eggplant latent viroid,Avsunviroidae,ssRNA
Enterococcus phage vB_EfaP_IME195,Rountreeviridae,dsDNA
Soybean leaf-associated gemycircularvirus 1,Genomoviridae,ssDNA
Maize-associated totivirus 2,Totiviridae,dsRNA
Escherichia phage SUSP2,,dsDNA
Escherichia phage SUSP1,,dsDNA
Acinetobacter phage IME200,Autographiviridae,dsDNA
Pectobacterium phage PP16,Autographiviridae,dsDNA
Rhizoctonia solani dsRNA virus 3,Partitiviridae,dsRNA
Salmonella phage epsilon15,,dsDNA
Geobacillus virus E2,,dsDNA
Wobbly possum disease virus,Arteriviridae,ssRNA(+)
Yersinia phage phi80-18,Autographiviridae,dsDNA
Human coronavirus OC43,Coronaviridae,ssRNA(+)
Grapevine Pinot gris virus,Betaflexiviridae,ssRNA(+)
Norovirus GII,Caliciviridae,ssRNA(+)
Tomato leaf curl Yunnan betasatellite,Tolecusatellitidae,ssDNA
Lupine bocavirus,Parvoviridae,ssDNA(+/-)
Apteryx rowi circovirus-like virus,Circoviridae,ssDNA(+/-)
Guangxi orbivirus,Sedoreoviridae,dsRNA
Daphnis nerii cypovirus,Spinareoviridae,dsRNA
Cattle blood-associated gemycircularvirus,Genomoviridae,ssDNA
Ustilaginoidea virens nonsegmented virus 2,,dsRNA
Avian HDV-like agent,Kolmioviridae,ssRNA(-)
Rhizophagus diaphanum mitovirus 1,Mitoviridae,ssRNA(+)
Mouse kidney parvovirus,Parvoviridae,ssDNA(+/-)
Potexvirus sp.,Alphaflexiviridae,ssRNA(+)
Pinus nigra virus 1,Caulimoviridae,dsDNA-RT
Blackcurrant leafroll-associated virus 1,Closteroviridae,ssRNA(+)
Holcus lanatus-associated virus,,DNA
Arctopus echinatus-associated virus,,DNA
Grapevine associated tymo-like virus,,ssRNA(+)
Areca palm necrotic spindle-spot virus,Potyviridae,ssRNA(+)
Rana hepevirus,Hepeviridae,ssRNA(+)
Blackcurrant-associated closterovirus 1,Closteroviridae,ssRNA(+)
Culex circovirus-like virus,Circoviridae,ssDNA(+/-)
Culex Iflavi-like virus 4,Iflaviridae,ssRNA(+)
Phytophthora infestans RNA virus 2,,RNA
Blechmonas luni narnavirus 1,Narnaviridae,ssRNA(+)
Trichoderma asperellum dsRNA virus 1,,dsRNA
Macaca mulatta papillomavirus 3,Papillomaviridae,dsDNA
Dragonfly associated cyclovirus,Circoviridae,ssDNA(+/-)
Cluster bean endornavirus 1,Endornaviridae,dsRNA
Ecklonia radiata-associated virus 5,Circoviridae,ssDNA(+/-)
Ecklonia radiata-associated virus 3,Circoviridae,ssDNA(+/-)
Panthera leo polyomavirus 1,Polyomaviridae,dsDNA
Glis glis polyomavirus 1,Polyomaviridae,dsDNA
Blackbird arilivirus,,ssRNA(+)
Leptosphaeria biglobosa mitovirus 1,Mitoviridae,ssRNA(+)
Leptonychotes weddellii papillomavirus 6,Papillomaviridae,dsDNA
Camellia chlorotic dwarf-associated virus,Geminiviridae,ssDNA(+/-)
Gigaspora margarita mitovirus 2,Mitoviridae,ssRNA(+)
Hepacivirus P,Flaviviridae,ssRNA(+)
Elicom virus 1,,unknown
Andrena haemorrhoa nege-like virus,,ssRNA(+)
Coconut foliar decay alphasatellite 7,Alphasatellitidae,ssDNA
Polar bear mastadenovirus 1,Adenoviridae,dsDNA
Cattle blood-associated circovirus-like virus,Smacoviridae,ssDNA
Cacao Bacilliform SriLanka Virus,Caulimoviridae,dsDNA-RT
Cacao swollen shoot Ghana K virus,Caulimoviridae,dsDNA-RT
Cacao swollen shoot Ghana J virus,Caulimoviridae,dsDNA-RT
Gammapapillomavirus sp.,Papillomaviridae,dsDNA
Gammapapillomavirus sp.,Papillomaviridae,dsDNA
Gammapapillomavirus sp.,Papillomaviridae,dsDNA
Gammapapillomavirus sp.,Papillomaviridae,dsDNA
Lily yellow mosaic virus,Potyviridae,ssRNA(+)
Rodent Torque teno virus 4,Anelloviridae,ssDNA(-)
Actinidia seed-borne latent virus,Betaflexiviridae,ssRNA(+)
Helianthus annuus alphaendornavirus,Endornaviridae,dsRNA
Nephila clavipes virus 1,,ssRNA(+)
Ribes americanum virus A,Betaflexiviridae,ssRNA(+)
Avian avulavirus 20,Paramyxoviridae,ssRNA(-)
Shinobi tetravirus,,ssRNA
Alternaria arborescens victorivirus 1,Totiviridae,dsRNA
Rice latent virus 1,Geminiviridae,ssDNA(+/-)
Neofusicoccum luteum fusarivirus 1,Fusariviridae,ssRNA
Sugar beet cyst nematode virus 1,,ssRNA(+)
Tomelloso virus,Nudiviridae,dsDNA
Kampung Karu virus,Flaviviridae,ssRNA(+)
Molossus molossus papillomavirus 1,Papillomaviridae,dsDNA
Rice stripe mosaic virus,Rhabdoviridae,ssRNA(-)
Rusa timorensis papillomavirus type 2,Papillomaviridae,dsDNA
Fusarium graminearum mycotymovirus 1,,ssRNA(+)
Odonata-associated circular virus-10,,ssDNA
Odonata-associated circular virus-16,,ssDNA
Odonata-associated circular virus-18,,ssDNA
Odonata-associated circular virus-13,,ssDNA
Odonata-associated circular virus-7,,ssDNA
Festuca pratensis amalgavirus 2,Amalgaviridae,dsRNA
Cleome droserifolia amalgavirus 1,Amalgaviridae,dsRNA
Rocio virus,Flaviviridae,ssRNA(+)
Diatom colony associated dsRNA virus 12,Totiviridae,dsRNA
Diatom colony associated dsRNA virus 7,Totiviridae,dsRNA
Diatom colony associated dsRNA virus 3,Totiviridae,dsRNA
Tunis virus,Nairoviridae,ssRNA(-)
Trichoderma harzianum bipartite mycovirus 1,Curvulaviridae,RNA
Osedax japonicus RNA virus 1,,RNA
Leptomonas seymouri Narna-like virus 1,Narnaviridae,ssRNA(+)
Apore mammarenavirus,Arenaviridae,ssRNA(+/-)
Wheat stripe mosaic virus,Benyviridae,ssRNA(+)
Yongsan bunyavirus 1,,RNA
Aspergillus fumigatus partitivirus 2,Partitiviridae,dsRNA
Athtab bunya-like virus,,RNA
Picobirnavirus sp.,Picobirnaviridae,dsRNA
Cow vetch latent virus,Nanoviridae,ssDNA(+)
Alstroemeria yellow spot virus,Tospoviridae,ssRNA(+/-)
Alternaria alternata chrysovirus 1,Chrysoviridae,dsRNA
Oz virus,Orthomyxoviridae,ssRNA(-)
Snake deltavirus F18-5,Kolmioviridae,ssRNA(-)
Macaca mulatta papillomavirus 7,Papillomaviridae,dsDNA
Macaca mulatta papillomavirus 6,Papillomaviridae,dsDNA
Rhizophagus diaphanum mitovirus 2,Mitoviridae,ssRNA(+)
Yongsan tombus-like virus 1,Tombusviridae,ssRNA(+)
Psammotettix alienus iflavirus 1,Iflaviridae,ssRNA(+)
Culex pipiens associated Tunisia virus,,ssRNA(+)
Blackcurrant leafroll-associated virus 1,Closteroviridae,ssRNA(+)
Lolium perenne-associated virus,,DNA
Ashy storm petrel gyrovirus,Anelloviridae,ssDNA(-)
Domestic cat hepadnavirus,Hepadnaviridae,dsDNA-RT
Bovine serum-associated circular virus,,unknown
Culex Tetra-like virus,Alphatetraviridae,ssRNA(+)
Culex Iflavi-like virus 4,Iflaviridae,ssRNA(+)
Akodon montensis polyomavirus,Polyomaviridae,dsDNA
Porcine polyomavirus,Polyomaviridae,dsDNA
Elderberry aureusvirus 1,Tombusviridae,ssRNA(+)
Dioscorea nummularia-associated virus,Caulimoviridae,dsDNA-RT
Aplysia californica nido-like virus,,ssRNA(+)
Sogatella furcifera hepe-like virus,Hepeviridae,ssRNA(+)
Macaca mulatta papillomavirus 2,Papillomaviridae,dsDNA
Yerba mate-associated circular DNA virus 1,Amesuviridae,ssDNA
Ecklonia radiata-associated virus 1,Circoviridae,ssDNA(+/-)
Passion fruit chlorotic mottle virus,Geminiviridae,ssDNA(+/-)
Philantomba monticola polyomavirus 1,Polyomaviridae,dsDNA
Sogatella furcifera totivirus 2,Totiviridae,dsRNA
Chrysanthemum virus R,Betaflexiviridae,ssRNA(+)
Gigaspora margarita mitovirus 1,Mitoviridae,ssRNA(+)
Rudphi virus 5,,unknown
Cragig virus 1,,unknown
Drosophila innubila nudivirus,Nudiviridae,dsDNA
Symphysodon discus adomavirus 1,,dsDNA
Coconut foliar decay alphasatellite 6,Alphasatellitidae,ssDNA
Coconut foliar decay alphasatellite 3,Alphasatellitidae,ssDNA
Rousettus leschenaultii bocaparvovirus 1,Parvoviridae,ssDNA(+/-)
Rhinolophus pusillus bocaparvovirus 2,Parvoviridae,ssDNA(+/-)
Cacao swollen shoot Ghana R virus,Caulimoviridae,dsDNA-RT
Cacao swollen shoot CE virus,Caulimoviridae,dsDNA-RT
Gammapapillomavirus sp.,Papillomaviridae,dsDNA
Salvia hispanica RNA virus 1,Amalgaviridae,dsRNA
Salvia divinorum RNA virus 1,Betaflexiviridae,ssRNA(+)
Gammapapillomavirus sp.,Papillomaviridae,dsDNA
Rodent Torque teno virus 7,Anelloviridae,ssDNA(-)
Rodent Torque teno virus 3,Anelloviridae,ssDNA(-)
Goose picornavirus 1,Picornaviridae,ssRNA(+)
Penicillium digitatum narna-like virus 1,Narnaviridae,ssRNA(+)
Culex theileri flavivirus,Flaviviridae,ssRNA(+)
Bufonid herpesvirus 1,Alloherpesviridae,dsDNA
Apple luteovirus 1,Tombusviridae,ssRNA(+)
Paguma larvata circovirus,Circoviridae,ssDNA(+/-)
Pythium polare RNA virus 2,Totiviridae,dsRNA
Rhinolophus simulator polyomavirus 3,Polyomaviridae,dsDNA
Rhinolophus simulator polyomavirus 2,Polyomaviridae,dsDNA
Nesidiocoris tenuis iflavirus 1,Iflaviridae,ssRNA(+)
Marmot norovirus,Caliciviridae,ssRNA(+)
Pelodiscus sinensis picornavirus 1,Picornaviridae,ssRNA(+)
Red-crowned crane parvovirus,Parvoviridae,ssDNA(+/-)
Adeno-associated virus,Parvoviridae,ssDNA(+/-)
Culex tritaeniorhynchus totivirus,Totiviridae,dsRNA
Riverside virus 1,Rhabdoviridae,ssRNA(-)
Torque teno equus virus 1,Anelloviridae,ssDNA(-)
Odonata-associated circular virus-4,,ssDNA
Odonata-associated circular virus-17,,ssDNA
Odonata-associated circular virus-11,,ssDNA
Zahedan rhabdovirus,Rhabdoviridae,ssRNA(-)
Festuca pratensis amalgavirus 1,Amalgaviridae,dsRNA
Capsicum annuum amalgavirus 1,Amalgaviridae,dsRNA
Diatom colony associated ssRNA virus 2,Narnaviridae,ssRNA(+)
Diatom colony associated dsRNA virus 11,Totiviridae,dsRNA
Diatom colony associated dsRNA virus 10,Totiviridae,dsRNA
Diatom colony associated dsRNA virus 6,Totiviridae,dsRNA
Diatom colony associated dsRNA virus 5,Totiviridae,dsRNA
Rhizophagus sp. RF1 mitovirus,Mitoviridae,ssRNA(+)
Macaca mulatta papillomavirus 5,Papillomaviridae,dsDNA
Yongsan picorna-like virus 4,,ssRNA(+)
Fusarium asiaticum victorivirus 1,Totiviridae,dsRNA
Equine parvovirus H,Parvoviridae,ssDNA(+/-)
Panicum ecklonii-associated virus,,DNA
Pleione flower breaking virus,Potyviridae,ssRNA(+)
Sclerotinia sclerotiorum deltaflexivirus 2,Deltaflexiviridae,ssRNA(+)
Bovine serum-associated circular virus,,unknown
Culex Bastrovirus-like virus,Astroviridae,ssRNA(+)
Culex Iflavi-like virus 1,Iflaviridae,ssRNA(+)
Culex Flavi-like virus,Flaviviridae,ssRNA(+)
Turtle grass virus X,Alphaflexiviridae,ssRNA(+)
Panax ginseng flexivirus 1,Betaflexiviridae,ssRNA(+)
Rhimavirus A,Picornaviridae,ssRNA(+)
Blechomonas wendygibsoni narnavirus 1,Narnaviridae,ssRNA(+)
Human papillomavirus type 203,Papillomaviridae,dsDNA
Chicken associated cyclovirus 2,Circoviridae,ssDNA(+/-)
Trematomus bernacchii polyomavirus 1,Polyomaviridae,dsDNA
Ecklonia radiata-associated virus 8,Circoviridae,ssDNA(+/-)
Ying Kou virus,,ssRNA(+)
Birch leaf roll-associated virus,Caulimoviridae,dsDNA-RT
Potamochoerus porcus polyomavirus 1,Polyomaviridae,dsDNA
Sogatella furcifera totivirus 1,Totiviridae,dsRNA
Gigaspora margarita giardia-like virus 1,Totiviridae,dsRNA
Sclerotinia minor endornavirus 1,Endornaviridae,dsRNA
Blackberry virus A,Betaflexiviridae,ssRNA(+)
Mizyes virus 1,,unknown
Halhan virus 3,,unknown
Lettuce chordovirus 1,Betaflexiviridae,ssRNA(+)
Bombus cryptarum densovirus,Parvoviridae,ssDNA(+/-)
Rhynchobatus djiddensis adomavirus 1,,dsDNA
Coconut foliar decay alphasatellite 3,Alphasatellitidae,ssDNA
Rhinolophus pusillus bocaparvovirus 1,Parvoviridae,ssDNA(+/-)
Cacao swollen shoot Ghana N virus,Caulimoviridae,dsDNA-RT
Operophtera brumata nucleopolyhedrovirus,Baculoviridae,dsDNA
Gammapapillomavirus sp.,Papillomaviridae,dsDNA
Gammapapillomavirus sp.,Papillomaviridae,dsDNA
Rodent Torque teno virus 6,Anelloviridae,ssDNA(-)
Rodent Torque teno virus 3,Anelloviridae,ssDNA(-)
Grapevine virus G,Betaflexiviridae,ssRNA(+)
Eptesicus fuscus gammaherpesvirus,Orthoherpesviridae,dsDNA
Nephila clavipes virus 4,Virgaviridae,ssRNA(+)
Nephila clavipes virus 3,Virgaviridae,ssRNA(+)
Cherax quadricarinatus iridovirus,Iridoviridae,dsDNA
Hedgehog dicipivirus,Picornaviridae,ssRNA(+)
Nanay virus,Flaviviridae,ssRNA(+)
Rhizoctonia solani endornavirus 1,Endornaviridae,dsRNA
Pythium polare RNA virus 1,Totiviridae,dsRNA
Rhinolophus simulator polyomavirus 1,Polyomaviridae,dsDNA
Malacosoma neustria nucleopolyhedrovirus,Baculoviridae,dsDNA
Marmot sapelovirus 1,Picornaviridae,ssRNA(+)
Rodent papillomavirus,Papillomaviridae,dsDNA
Red-crowned crane parvovirus,Parvoviridae,ssDNA(+/-)
Menghai rhabdovirus,Rhabdoviridae,ssRNA(-)
Varroa destructor virus 2,Iflaviridae,ssRNA(+)
Bat polyomavirus,Polyomaviridae,dsDNA
Merida virus,Rhabdoviridae,ssRNA(-)
Sus scrofa polyomavirus 1,Polyomaviridae,dsDNA
Odonata-associated circular virus-3,,ssDNA
Odonata-associated circular virus-2,,ssDNA
Odonata-associated circular virus-1,,ssDNA
Picalivirus A,,ssRNA(+)
Erigeron breviscapus amalgavirus 2,Amalgaviridae,dsRNA
Erigeron breviscapus amalgavirus 1,Amalgaviridae,dsRNA
Medicago sativa amalgavirus 1,Amalgaviridae,dsRNA
Phalaenopsis equestris amalgavirus 1,Amalgaviridae,dsRNA
Diatom colony associated ssRNA virus 1,Flaviviridae,ssRNA(+)
Diatom colony associated dsRNA virus 15,Endornaviridae,dsRNA
